Date,Country,HomeCountry,Home,AwayCountry,Away,HomeGoals,AwayGoals,HomeExGoals,AwayExGoals,HFA,EloChange,HomeElo,AwayElo,HomeTilt,AwayTilt,HomeRank,AwayRank,day_name,period,day_type,stadium,stint_id,coach,start_date,end_date
03/03/2018,NED,NED,Breda,NED,Feyenoord,2,1,0.92458266,1.900816441,62.93328857,12.84790611,1299.518677,1552.474243,0.99366498,1.043888927,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,13,Stijn Vreven,01/01/2017,30/06/2018
28/02/2009,NED,NED,Breda,NED,Sparta Rotterdam,3,1,1.955773234,1.027058601,89.49180603,5.504299164,1489.848999,1401.687134,1.036768913,1.213139892,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,21,Robert Maaskant,01/07/2008,20/08/2010
29/01/1994,NED,NED,Breda,NED,Twente,2,1,1.389458656,1.354257584,80.3181839,8.152462959,1446.863647,1540.894409,1.107842803,1.072908998,,,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,32,Ronald Spelbos,01/01/1993,30/06/1995
25/08/1979,NED,NED,Breda,NED,Willem II,0,1,1.783993721,0.778334558,120.9043961,-12.95401669,1515.664307,1439.998779,0.967890799,0.98343879,,,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,42,Jo Jansen,22/01/1979,30/06/1983
20/02/2010,NED,NED,Breda,NED,Utrecht,0,2,1.490950942,1.016512394,92.31391907,-15.05931664,1489.382813,1475.896484,1.103958726,0.925927699,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,21,Robert Maaskant,01/07/2008,20/08/2010
06/03/1999,NED,NED,Breda,NED,Heerenveen,2,2,1.346829534,1.587248087,91.56367493,1.468215585,1390.080078,1533.026123,1.026922464,1.192753792,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,29,Ronald Spelbos,13/10/1998,22/03/1999
13/11/2004,NED,NED,Breda,NED,Alkmaar,0,3,1.665712595,1.549313545,91.08132172,-13.45728207,1553.131714,1642.546509,1.195308328,1.180299997,,91,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,26,Ton Lokhoff,01/07/2003,30/12/2005
01/09/2007,NED,NED,Breda,NED,Heracles,4,1,1.559090734,1.035564184,84.39457703,9.254920006,1425.053467,1397.053711,1.113502264,0.995720208,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,22,Ernie Brandts,01/07/2006,30/06/2008
06/02/1982,NED,NED,Breda,NED,Alkmaar,0,1,1.192747474,2.132546186,105.9580307,-4.208483696,1505.157593,1753.648315,1.058944464,1.121808887,,18,Saturday,avondje_nac_bea,avondje_nac,beatrix_straat,42,Jo Jansen,22/01/1979,30/06/1983
24/09/2011,NED,NED,Breda,NED,Utrecht,1,0,1.429268122,1.248221159,106.4015732,7.494152546,1441.597778,1528.54541,1.082787156,1.04953444,,,Saturday,avondje_nac_rat,avondje_nac,rat_verlegh,19,John Karelse,01/07/2011,23/10/2012
